family,entry,genotype,plot,tube,DPA,FW,DW,GW,GL
31,7-956-2-19-1-54,Opata,49,22,22,0.5721,0.312,4.0321,7.4608
31,7-956-2-19-1-54,Opata,49,23,22,0.7968,0.3841,4.5534,7.8347
31,7-956-2-19-1-54,Opata,49,24,22,0.7409,0.3856,4.418,7.7228
31,7-956-2-19-1-54,Opata,49,25,22,0.6598,0.3279,4.1885,7.5065
31,7-956-2-19-1-54,Opata,49,26,22,0.6683,0.3429,4.1799,7.6541
31,7-956-2-19-1-54,Opata,49,27,22,0.6959,0.3473,4.4672,7.707
31,7-956-2-19-1-54,Opata,49,28,22,0.7031,0.3609,4.4622,7.8013
31,7-956-2-19-1-54,Opata,49,29,22,0.6609,0.3479,4.1735,7.5023
31,7-956-2-19-1-54,Opata,49,30,22,0.8128,0.4027,4.6827,8.0108
31,7-956-2-19-1-54,Opata,251,31,22,0.6552,0.3443,4.1914,7.6969
31,7-956-2-19-1-54,Opata,251,32,22,0.5914,0.3257,4.1005,7.5995
31,7-956-2-19-1-54,Opata,251,33,22,0.6719,0.3657,4.3525,7.7294
31,7-956-2-19-1-54,Opata,251,34,22,0.7458,0.3965,4.5461,7.7792
31,7-956-2-19-1-54,Opata,251,35,22,0.7253,0.3833,4.3704,7.8223
31,7-956-2-19-1-54,Opata,251,36,22,0.7229,0.3725,4.388,7.774
31,7-956-2-19-1-54,Opata,251,37,22,0.6346,0.3714,4.3009,7.6472
31,7-956-2-19-1-54,Opata,251,38,22,0.7483,0.3875,4.4116,7.8369
31,7-956-2-19-1-54,Opata,251,39,22,0.6679,0.3523,4.3268,7.7475
31,7-956-2-19-1-54,Opata,251,40,22,0.6812,0.3682,4.2526,7.5327
32,7-956-2-50-1-50,W7984,97,41,22,0.6258,0.3223,4.2055,7.6751
32,7-956-2-50-1-50,W7984,97,42,22,0.5506,0.2793,3.9158,7.4706
32,7-956-2-50-1-50,W7984,97,43,22,0.6483,0.3188,4.2406,7.7379
32,7-956-2-50-1-50,W7984,97,44,22,0.5531,0.2942,3.9884,7.2831
32,7-956-2-50-1-50,W7984,97,45,22,0.5408,0.2805,3.9314,7.5557
32,7-956-2-50-1-50,W7984,97,46,22,0.5753,0.289,3.8939,7.6734
32,7-956-2-50-1-50,W7984,97,47,22,0.5655,0.2915,4.0708,7.3242
32,7-956-2-50-1-50,W7984,97,48,22,0.5678,0.295,4.0093,7.4617
32,7-956-2-50-1-50,W7984,97,49,22,0.5765,0.2989,3.9088,7.7142
32,7-956-2-50-1-50,W7984,97,50,22,0.5402,0.2306,3.6182,7.8922
32,7-956-2-50-1-50,W7984,202,51,22,0.5591,0.2933,3.868,7.5237
32,7-956-2-50-1-50,W7984,202,52,22,0.4636,0.2525,3.6108,7.4006
32,7-956-2-50-1-50,W7984,202,53,22,0.5534,0.2986,3.9301,7.5098
32,7-956-2-50-1-50,W7984,202,54,22,0.5622,0.2927,3.91,7.2266
32,7-956-2-50-1-50,W7984,202,55,22,0.6007,0.3153,4.0798,7.5365
32,7-956-2-50-1-50,W7984,202,56,22,0.5556,0.2994,3.8014,7.516
32,7-956-2-50-1-50,W7984,202,57,22,0.5357,0.2762,3.811,7.4271
32,7-956-2-50-1-50,W7984,202,58,22,0.5755,0.3042,4.0224,7.3523
32,7-956-2-50-1-50,W7984,202,59,22,0.5916,0.3036,3.9985,7.7674
32,7-956-2-50-1-50,W7984,202,60,22,0.5552,0.3018,3.8917,7.4965
32,7-956-2-50-1-01,Opata,107,61,22,0.6907,0.3518,4.301,7.5322
32,7-956-2-50-1-01,Opata,107,62,22,0.669,0.3294,4.3542,7.4524
32,7-956-2-50-1-01,Opata,107,63,22,0.5334,0.2969,3.8329,7.1675
32,7-956-2-50-1-01,Opata,107,64,22,0.7191,0.3637,4.3001,7.7753
32,7-956-2-50-1-01,Opata,107,65,22,0.707,0.3697,4.3106,7.658
32,7-956-2-50-1-01,Opata,107,66,22,0.6117,0.3129,4.0971,7.3529
32,7-956-2-50-1-01,Opata,107,67,22,0.7101,0.3636,4.2649,7.7866
32,7-956-2-50-1-01,Opata,107,68,22,0.5909,0.3152,4.011,7.1832
32,7-956-2-50-1-01,Opata,107,69,22,0.6546,0.3588,4.2251,7.5366
32,7-956-2-50-1-01,Opata,107,70,22,0.6413,0.337,4.0986,7.5861
32,7-956-2-50-1-01,Opata,147,71,22,0.6716,0.3378,4.1757,7.5509
32,7-956-2-50-1-01,Opata,147,72,22,0.6976,0.3668,4.2276,7.7249
32,7-956-2-50-1-01,Opata,147,73,22,0.6889,0.3681,4.2268,7.6501
32,7-956-2-50-1-01,Opata,147,74,22,0.6481,0.3417,4.1585,7.6706
32,7-956-2-50-1-01,Opata,147,75,22,0.5389,0.2898,3.837,7.0738
32,7-956-2-50-1-01,Opata,147,76,22,0.7141,0.368,4.2412,7.7803
32,7-956-2-50-1-01,Opata,147,77,22,0.7208,0.3786,4.3417,7.8811
32,7-956-2-50-1-01,Opata,147,78,22,0.6849,0.3499,4.3351,7.8658
32,7-956-2-50-1-01,Opata,147,79,22,0.6279,0.3231,4.07,7.3468
32,7-956-2-50-1-01,Opata,147,80,22,,,,
6.1,7-1201-10-36-2-18,W7984,57,81,22,0.5179,0.2628,3.8751,7.1926
6.1,7-1201-10-36-2-18,W7984,57,82,22,0.5473,0.278,3.764,7.4511
6.1,7-1201-10-36-2-18,W7984,57,83,22,0.5119,0.2519,3.6754,7.2628
6.1,7-1201-10-36-2-18,W7984,57,84,22,0.4909,0.2546,3.6321,7.2145
6.1,7-1201-10-36-2-18,W7984,57,85,22,0.5549,0.2924,3.7633,7.6535
6.1,7-1201-10-36-2-18,W7984,57,86,22,0.6261,0.3132,4.0418,7.7914
6.1,7-1201-10-36-2-18,W7984,57,87,22,0.5264,0.2732,3.7382,7.3364
6.1,7-1201-10-36-2-18,W7984,57,88,22,0.5066,0.2532,3.6009,7.3009
6.1,7-1201-10-36-2-18,W7984,57,89,22,0.5441,0.2749,3.7961,7.4063
6.1,7-1201-10-36-2-18,W7984,57,90,22,0.4764,0.2365,3.5974,6.9917
6.1,7-1201-10-36-2-18,W7984,260,91,22,0.5369,0.2774,3.708,7.4243
6.1,7-1201-10-36-2-18,W7984,260,92,22,0.5121,0.2801,3.7038,7.4691
6.1,7-1201-10-36-2-18,W7984,260,93,22,0.5742,0.3195,3.8495,7.5659
6.1,7-1201-10-36-2-18,W7984,260,94,22,0.5445,0.2733,3.7917,7.5935
6.1,7-1201-10-36-2-18,W7984,260,95,22,0.4273,0.2294,3.4864,7.1603
6.1,7-1201-10-36-2-18,W7984,260,96,22,0.6131,0.3295,3.9986,7.7386
6.1,7-1201-10-36-2-18,W7984,260,97,22,0.5173,0.2737,3.7194,7.3417
6.1,7-1201-10-36-2-18,W7984,260,98,22,0.5704,0.292,3.7808,7.5907
6.1,7-1201-10-36-2-18,W7984,260,99,22,0.5469,0.2915,3.7046,7.3031
6.1,7-1201-10-36-2-18,W7984,260,100,22,0.6459,0.3294,3.9517,7.705
6.1,7-1201-10-36-2-04,Opata,26,101,22,0.6917,0.3794,4.1031,7.8282
6.1,7-1201-10-36-2-04,Opata,26,102,22,0.659,0.3487,4.0509,7.7207
6.1,7-1201-10-36-2-04,Opata,26,103,22,0.6888,0.3681,4.1775,7.5661
6.1,7-1201-10-36-2-04,Opata,26,104,22,0.7136,0.3799,4.2463,7.7943
6.1,7-1201-10-36-2-04,Opata,26,105,22,0.7529,0.3808,4.3223,8.2922
6.1,7-1201-10-36-2-04,Opata,26,106,22,0.6447,0.3474,4.0101,7.8748
6.1,7-1201-10-36-2-04,Opata,26,107,22,0.7231,0.3515,4.2908,7.8101
6.1,7-1201-10-36-2-04,Opata,26,108,22,0.6653,0.3654,4.2126,7.7513
6.1,7-1201-10-36-2-04,Opata,26,109,22,0.7486,0.3901,4.2043,8.0496
6.1,7-1201-10-36-2-04,Opata,26,110,22,0.7286,0.3784,4.2556,7.8463
6.1,7-1201-10-36-2-04,Opata,274,111,22,0.7841,0.3955,4.4105,8.1081
6.1,7-1201-10-36-2-04,Opata,274,112,22,0.8242,0.4217,4.4583,8.3303
6.1,7-1201-10-36-2-04,Opata,274,113,22,0.6369,0.3371,3.9353,8.5085
6.1,7-1201-10-36-2-04,Opata,274,114,22,0.7405,0.3895,4.2986,8.0503
6.1,7-1201-10-36-2-04,Opata,274,115,22,0.7098,0.3433,4.0711,8.1801
6.1,7-1201-10-36-2-04,Opata,274,116,22,0.6971,0.3647,4.1227,8.1442
6.1,7-1201-10-36-2-04,Opata,274,117,22,0.6043,0.3297,3.8841,7.7502
6.1,7-1201-10-36-2-04,Opata,274,118,22,0.7208,0.3383,4.1484,7.9593
6.1,7-1201-10-36-2-04,Opata,274,119,22,0.7794,0.3353,4.2767,8.1015
6.1,7-1201-10-36-2-04,Opata,274,120,22,,,,
6.2,7-1201-10-36-2-10,W7984,135,161,22,0.6521,0.3358,4.2836,7.9502
6.2,7-1201-10-36-2-10,W7984,135,162,22,0.6436,0.3257,4.1449,7.9975
6.2,7-1201-10-36-2-10,W7984,135,163,22,0.5789,0.2982,3.796,7.6269
6.2,7-1201-10-36-2-10,W7984,135,164,22,0.6669,0.3271,4.087,7.7869
6.2,7-1201-10-36-2-10,W7984,135,165,22,0.6786,0.3491,4.2777,7.8387
6.2,7-1201-10-36-2-10,W7984,135,166,22,0.5981,0.3122,3.9668,7.7215
6.2,7-1201-10-36-2-10,W7984,135,167,22,0.657,0.3339,4.1217,7.7264
6.2,7-1201-10-36-2-10,W7984,135,168,22,0.6082,0.3142,3.9295,7.7495
6.2,7-1201-10-36-2-10,W7984,135,169,22,0.5453,0.2906,3.843,7.4265
6.2,7-1201-10-36-2-10,W7984,135,170,22,0.6152,0.3353,3.9611,7.7116
6.2,7-1201-10-36-2-10,W7984,165,171,22,0.6328,0.3409,4.0215,7.8565
6.2,7-1201-10-36-2-10,W7984,165,172,22,0.5861,0.3071,3.8965,7.5442
6.2,7-1201-10-36-2-10,W7984,165,173,22,0.5952,0.3084,3.891,7.7032
6.2,7-1201-10-36-2-10,W7984,165,174,22,0.5972,0.3147,4.0896,7.5766
6.2,7-1201-10-36-2-10,W7984,165,175,22,0.6073,0.2995,3.7594,7.8141
6.2,7-1201-10-36-2-10,W7984,165,176,22,0.6827,0.3396,4.0648,7.7985
6.2,7-1201-10-36-2-10,W7984,165,177,22,0.5401,0.2986,3.7724,7.3216
6.2,7-1201-10-36-2-10,W7984,165,178,22,0.6149,0.3218,3.9323,7.6864
6.2,7-1201-10-36-2-10,W7984,165,179,22,0.5572,0.2944,3.7551,7.441
6.2,7-1201-10-36-2-10,W7984,165,180,22,0.6215,0.3289,4.0316,7.6132
6.2,7-1201-10-36-2-25,Opata,122,181,22,0.5919,0.3227,4.0269,7.5413
6.2,7-1201-10-36-2-25,Opata,122,182,22,0.6741,0.3607,4.2071,7.7512
6.2,7-1201-10-36-2-25,Opata,122,183,22,0.6415,0.3467,4.0283,7.6614
6.2,7-1201-10-36-2-25,Opata,122,184,22,0.5847,0.32,3.9795,7.448
6.2,7-1201-10-36-2-25,Opata,122,185,22,0.6675,0.3588,4.1764,7.61
6.2,7-1201-10-36-2-25,Opata,122,186,22,0.6674,0.3543,4.2526,7.6632
6.2,7-1201-10-36-2-25,Opata,122,187,22,0.6756,0.3593,4.2387,7.5507
6.2,7-1201-10-36-2-25,Opata,122,188,22,0.7511,0.3758,4.3371,7.8039
6.2,7-1201-10-36-2-25,Opata,122,189,22,0.736,0.3782,4.3408,7.8057
6.2,7-1201-10-36-2-25,Opata,122,190,22,0.7124,0.3437,4.1065,7.7464
6.2,7-1201-10-36-2-25,Opata,169,191,22,0.6701,0.3434,4.1991,7.6986
6.2,7-1201-10-36-2-25,Opata,169,192,22,0.6792,0.3606,4.1498,7.6506
6.2,7-1201-10-36-2-25,Opata,169,193,22,0.6733,0.3728,3.8544,7.3432
6.2,7-1201-10-36-2-25,Opata,169,194,22,0.7053,0.3729,4.2272,7.9172
6.2,7-1201-10-36-2-25,Opata,169,195,22,0.6231,0.3432,3.8766,7.7757
6.2,7-1201-10-36-2-25,Opata,169,196,22,0.6682,0.355,4.1184,7.7199
6.2,7-1201-10-36-2-25,Opata,169,197,22,0.6996,0.3718,4.2587,7.7667
6.2,7-1201-10-36-2-25,Opata,169,198,22,0.4925,0.2669,3.8322,7.3823
6.2,7-1201-10-36-2-25,Opata,169,199,22,0.7014,0.3616,4.2168,7.8659
6.2,7-1201-10-36-2-25,Opata,169,200,22,0.601,0.3322,3.9838,7.7426
12,7-1201-10-45-2-23,W7984,64,201,22,0.5043,0.2762,3.7252,7.3851
12,7-1201-10-45-2-23,W7984,64,202,22,0.5468,0.2865,3.8329,7.4137
12,7-1201-10-45-2-23,W7984,64,203,22,0.5303,0.269,3.6854,7.1794
12,7-1201-10-45-2-23,W7984,64,204,22,0.4798,0.2746,3.7566,7.2232
12,7-1201-10-45-2-23,W7984,64,205,22,0.5379,0.259,3.8704,7.595
12,7-1201-10-45-2-23,W7984,64,206,22,0.4933,0.2683,3.7476,7.313
12,7-1201-10-45-2-23,W7984,64,207,22,0.5333,0.2917,3.8631,7.5188
12,7-1201-10-45-2-23,W7984,64,208,22,0.499,0.2768,3.7315,7.4773
12,7-1201-10-45-2-23,W7984,64,209,22,0.4669,0.2524,3.6669,7.3956
12,7-1201-10-45-2-23,W7984,64,210,22,0.5134,0.2831,3.7787,7.4973
12,7-1201-10-45-2-23,W7984,244,211,22,0.4299,0.2428,3.4262,7.2894
12,7-1201-10-45-2-23,W7984,244,212,22,0.5257,0.2968,3.7749,7.513
12,7-1201-10-45-2-23,W7984,244,213,22,0.4696,0.2499,3.6943,7.4426
12,7-1201-10-45-2-23,W7984,244,214,22,0.4708,0.2716,3.6889,7.3529
12,7-1201-10-45-2-23,W7984,244,215,22,0.5439,0.252,3.6517,7.1859
12,7-1201-10-45-2-23,W7984,244,216,22,0.5033,0.2865,3.6989,7.3755
12,7-1201-10-45-2-23,W7984,244,217,22,0.5349,0.2636,3.8514,7.5799
12,7-1201-10-45-2-23,W7984,244,218,22,0.4579,0.2993,3.622,7.2495
12,7-1201-10-45-2-23,W7984,244,219,22,0.4991,0.2834,3.6904,7.32
12,7-1201-10-45-2-23,W7984,244,220,22,0.5012,0.2828,3.65,7.4139
12,7-1201-10-45-2-61,Opata,4,221,22,0.5683,0.3246,3.8764,7.5208
12,7-1201-10-45-2-61,Opata,4,222,22,0.6023,0.3376,4.0849,7.6122
12,7-1201-10-45-2-61,Opata,4,223,22,0.6368,0.3485,4.1083,7.7451
12,7-1201-10-45-2-61,Opata,4,224,22,0.5818,0.3061,4.0452,7.6614
12,7-1201-10-45-2-61,Opata,4,225,22,0.6343,0.3504,4.1376,7.6469
12,7-1201-10-45-2-61,Opata,4,226,22,0.5805,0.3266,3.9547,7.5488
12,7-1201-10-45-2-61,Opata,4,227,22,0.5387,0.3007,3.7383,7.3929
12,7-1201-10-45-2-61,Opata,4,228,22,0.4168,0.2335,3.6176,6.8728
12,7-1201-10-45-2-61,Opata,4,229,22,0.6622,0.3552,4.2316,7.7116
12,7-1201-10-45-2-61,Opata,4,230,22,0.5858,0.33,3.9939,7.594
12,7-1201-10-45-2-61,Opata,243,231,22,0.4317,0.2433,3.5902,6.9341
12,7-1201-10-45-2-61,Opata,243,232,22,0.6071,0.3325,4.2399,7.4223
12,7-1201-10-45-2-61,Opata,243,233,22,0.5391,0.2908,3.9378,7.2807
12,7-1201-10-45-2-61,Opata,243,234,22,0.5656,0.3077,3.8131,7.4902
12,7-1201-10-45-2-61,Opata,243,235,22,0.5886,0.3221,4.1112,7.6112
12,7-1201-10-45-2-61,Opata,243,236,22,0.5061,0.2891,3.7171,7.454
12,7-1201-10-45-2-61,Opata,243,237,22,0.6175,0.3123,4.105,7.611
12,7-1201-10-45-2-61,Opata,243,238,22,0.4597,0.2559,3.6277,7.2954
12,7-1201-10-45-2-61,Opata,243,239,22,0.5334,0.2944,3.8648,7.2838
12,7-1201-10-45-2-61,Opata,243,240,22,0.4577,0.2707,3.5919,7.0902
