family,entry,genotype,plot,tube,DPA,FW,DW,GW,GL
31,7-956-2-19-1-44,W7984,43,1,0,0.0128,0.0028,1.7415,2.4816
31,7-956-2-19-1-44,W7984,43,2,0,0.0129,0.0026,1.7641,2.2957
31,7-956-2-19-1-44,W7984,43,3,0,0.0162,0.003,2.0108,2.5726
31,7-956-2-19-1-44,W7984,43,4,0,0.0158,0.0033,1.9498,2.3906
31,7-956-2-19-1-44,W7984,43,5,0,0.0135,0.0028,1.7704,2.2601
31,7-956-2-19-1-44,W7984,43,6,0,0.0157,0.003,1.9629,2.4173
31,7-956-2-19-1-44,W7984,43,7,0,0.0126,0.0023,1.8366,2.4631
31,7-956-2-19-1-44,W7984,43,8,0,0.0156,0.0035,1.8906,2.2868
31,7-956-2-19-1-44,W7984,43,9,0,0.0112,0.0023,1.5919,2.036
31,7-956-2-19-1-44,W7984,43,10,0,0.0148,0.0032,1.864,2.3433
31,7-956-2-19-1-44,W7984,184,11,0,0.0146,0.0024,2.0187,2.6376
31,7-956-2-19-1-44,W7984,184,12,0,0.0137,0.0025,1.8181,2.3148
31,7-956-2-19-1-44,W7984,184,13,0,0.0141,0.0024,1.8464,2.2407
31,7-956-2-19-1-44,W7984,184,14,0,0.0163,0.0031,1.9069,2.5253
31,7-956-2-19-1-44,W7984,184,15,0,0.0174,0.0031,1.9685,2.4
31,7-956-2-19-1-44,W7984,184,16,0,0.0149,0.0027,1.8804,2.3745
31,7-956-2-19-1-44,W7984,184,17,0,0.0153,0.0028,1.9428,2.4729
31,7-956-2-19-1-44,W7984,184,18,0,0.0167,0.0032,1.9355,2.595
31,7-956-2-19-1-44,W7984,184,19,0,0.0142,0.0024,1.9333,2.3713
31,7-956-2-19-1-44,W7984,184,20,0,0.0133,0.0028,1.7934,2.4574
31,7-956-2-19-1-54,Opata,49,21,0,0.0147,0.0029,1.7828,2.4764
31,7-956-2-19-1-54,Opata,49,22,0,0.0154,0.0031,1.8403,2.3046
31,7-956-2-19-1-54,Opata,49,23,0,0.0163,0.0033,1.8841,2.422
31,7-956-2-19-1-54,Opata,49,24,0,0.0102,0.0015,1.5068,1.9712
31,7-956-2-19-1-54,Opata,49,25,0,0.0134,0.0024,1.8361,2.4028
31,7-956-2-19-1-54,Opata,49,26,0,0.0144,0.0026,1.839,2.1752
31,7-956-2-19-1-54,Opata,49,27,0,0.0132,0.0027,1.8555,2.4181
31,7-956-2-19-1-54,Opata,49,28,0,0.0097,0.0019,1.5899,1.9816
31,7-956-2-19-1-54,Opata,49,29,0,0.0147,0.0026,1.842,2.3358
31,7-956-2-19-1-54,Opata,49,30,0,0.0134,0.0026,1.7337,2.1099
31,7-956-2-19-1-54,Opata,251,31,0,,0.0028,1.7884,2.2858
31,7-956-2-19-1-54,Opata,251,32,0,,0.003,1.8163,2.3148
31,7-956-2-19-1-54,Opata,251,33,0,,0.0036,1.9583,2.4032
31,7-956-2-19-1-54,Opata,251,34,0,,0.003,1.8898,2.3756
31,7-956-2-19-1-54,Opata,251,35,0,,0.004,2.0119,2.4356
31,7-956-2-19-1-54,Opata,251,36,0,,0.0032,1.902,2.3326
31,7-956-2-19-1-54,Opata,251,37,0,,0.0031,1.7954,2.2738
31,7-956-2-19-1-54,Opata,251,38,0,,0.0036,1.855,2.2726
31,7-956-2-19-1-54,Opata,251,39,0,,0.0045,1.9137,2.3367
31,7-956-2-19-1-54,Opata,251,40,0,,0.0039,1.8362,2.3646
32,7-956-2-50-1-50,W7984,97,41,0,0.0166,0.0031,1.8532,2.3415
32,7-956-2-50-1-50,W7984,97,42,0,0.0165,0.0033,1.7275,2.2172
32,7-956-2-50-1-50,W7984,97,43,0,0.0138,0.0028,1.6888,2.4363
32,7-956-2-50-1-50,W7984,97,44,0,0.0136,0.0025,1.6624,2.1303
32,7-956-2-50-1-50,W7984,97,45,0,0.0123,0.0024,1.5675,2.3292
32,7-956-2-50-1-50,W7984,97,46,0,0.0148,0.0027,1.6923,2.3313
32,7-956-2-50-1-50,W7984,97,47,0,0.0167,0.0031,1.9372,2.3342
32,7-956-2-50-1-50,W7984,97,48,0,0.0146,0.0028,1.8851,2.4722
32,7-956-2-50-1-50,W7984,97,49,0,0.0152,0.0031,1.7723,2.3803
32,7-956-2-50-1-50,W7984,97,50,0,0.0161,0.0034,1.7622,2.4324
32,7-956-2-50-1-50,W7984,202,51,0,0.0124,0.0029,1.7308,2.375
32,7-956-2-50-1-50,W7984,202,52,0,0.0109,0.0023,1.6088,2.2907
32,7-956-2-50-1-50,W7984,202,53,0,0.0105,0.0021,1.6521,2.1744
32,7-956-2-50-1-50,W7984,202,54,0,0.0117,0.0023,1.8287,2.506
32,7-956-2-50-1-50,W7984,202,55,0,0.0118,0.0021,1.6752,1.9674
32,7-956-2-50-1-50,W7984,202,56,0,0.0128,0.0022,1.7099,2.2027
32,7-956-2-50-1-50,W7984,202,57,0,0.0127,0.0028,1.6998,2.3816
32,7-956-2-50-1-50,W7984,202,58,0,0.0109,0.0021,1.6252,2.3675
32,7-956-2-50-1-50,W7984,202,59,0,0.0136,0.0023,1.7372,2.1885
32,7-956-2-50-1-50,W7984,202,60,0,0.0126,0.0024,1.6287,2.1181
32,7-956-2-50-1-01,Opata,107,61,0,0.0114,0.0021,1.6921,2.2337
32,7-956-2-50-1-01,Opata,107,62,0,0.0155,0.0032,1.7869,2.2044
32,7-956-2-50-1-01,Opata,107,63,0,0.0154,0.0033,1.7849,2.197
32,7-956-2-50-1-01,Opata,107,64,0,0.0133,0.0028,1.7808,2.3488
32,7-956-2-50-1-01,Opata,107,65,0,0.0146,0.0031,1.7626,2.3769
32,7-956-2-50-1-01,Opata,107,66,0,0.0148,0.0026,1.748,2.349
32,7-956-2-50-1-01,Opata,107,67,0,0.0138,0.0025,1.7025,2.1501
32,7-956-2-50-1-01,Opata,107,68,0,0.0196,0.0038,2.0408,2.6815
32,7-956-2-50-1-01,Opata,107,69,0,0.0149,0.003,1.8098,2.554
32,7-956-2-50-1-01,Opata,107,70,0,0.0146,0.0019,1.8428,2.3908
32,7-956-2-50-1-01,Opata,147,71,0,0.0092,0.0024,1.4499,1.8233
32,7-956-2-50-1-01,Opata,147,72,0,0.0149,0.003,1.8548,2.3231
32,7-956-2-50-1-01,Opata,147,73,0,0.0136,0.0032,1.7449,2.4097
32,7-956-2-50-1-01,Opata,147,74,0,0.0128,0.0029,1.724,2.0575
32,7-956-2-50-1-01,Opata,147,75,0,0.0148,0.0034,1.7483,2.2989
32,7-956-2-50-1-01,Opata,147,76,0,0.0138,0.0033,1.7489,2.1071
32,7-956-2-50-1-01,Opata,147,77,0,0.0154,0.0037,1.8123,2.4841
32,7-956-2-50-1-01,Opata,147,78,0,0.015,0.003,1.818,2.1852
32,7-956-2-50-1-01,Opata,147,79,0,0.0142,0.0035,1.8309,2.1476
32,7-956-2-50-1-01,Opata,147,80,0,,,,
6.1,7-1201-10-36-2-18,W7984,57,81,0,0.0157,0.0034,1.855,2.5298
6.1,7-1201-10-36-2-18,W7984,57,82,0,0.0142,0.0038,1.7986,2.4132
6.1,7-1201-10-36-2-18,W7984,57,83,0,0.0148,0.0037,1.7692,2.1158
6.1,7-1201-10-36-2-18,W7984,57,84,0,0.0131,0.0034,1.7644,2.3897
6.1,7-1201-10-36-2-18,W7984,57,85,0,0.0143,0.0029,1.7704,2.0634
6.1,7-1201-10-36-2-18,W7984,57,86,0,0.0149,0.0035,1.6442,2.3409
6.1,7-1201-10-36-2-18,W7984,57,87,0,0.0107,0.0027,1.576,2.1484
6.1,7-1201-10-36-2-18,W7984,57,88,0,0.0181,0.004,1.936,2.2967
6.1,7-1201-10-36-2-18,W7984,57,89,0,0.0143,0.0034,1.6332,2.4394
6.1,7-1201-10-36-2-18,W7984,57,90,0,0.0107,0.0027,1.6675,2.2483
6.1,7-1201-10-36-2-18,W7984,260,91,0,,0.0037,1.6837,2.1757
6.1,7-1201-10-36-2-18,W7984,260,92,0,,0.0026,1.7144,2.1601
6.1,7-1201-10-36-2-18,W7984,260,93,0,,0.0033,1.7806,2.3401
6.1,7-1201-10-36-2-18,W7984,260,94,0,,0.0031,1.7562,2.1473
6.1,7-1201-10-36-2-18,W7984,260,95,0,,0.0034,1.711,2.3065
6.1,7-1201-10-36-2-18,W7984,260,96,0,,0.0026,1.8042,2.3012
6.1,7-1201-10-36-2-18,W7984,260,97,0,,0.0029,1.6959,2.1293
6.1,7-1201-10-36-2-18,W7984,260,98,0,,0.0028,1.8194,2.2833
6.1,7-1201-10-36-2-18,W7984,260,99,0,,0.0029,1.6815,2.3502
6.1,7-1201-10-36-2-18,W7984,260,100,0,,0.0032,1.825,2.3781
6.1,7-1201-10-36-2-04,Opata,26,101,0,0.0144,0.0027,1.5542,1.9487
6.1,7-1201-10-36-2-04,Opata,26,102,0,0.0131,0.0029,1.6703,2.2124
6.1,7-1201-10-36-2-04,Opata,26,103,0,0.016,0.0031,1.5513,2.125
6.1,7-1201-10-36-2-04,Opata,26,104,0,0.0129,0.0021,1.6231,2.0108
6.1,7-1201-10-36-2-04,Opata,26,105,0,0.0146,0.0023,1.5497,2.3382
6.1,7-1201-10-36-2-04,Opata,26,106,0,0.0179,0.0034,1.7304,2.1324
6.1,7-1201-10-36-2-04,Opata,26,107,0,0.0151,0.0025,1.6781,2.1772
6.1,7-1201-10-36-2-04,Opata,26,108,0,0.0174,0.0034,1.6136,2.1977
6.1,7-1201-10-36-2-04,Opata,26,109,0,0.0121,0.0035,1.4408,1.8162
6.1,7-1201-10-36-2-04,Opata,26,110,0,0.0139,0.0026,1.6706,2.1974
6.1,7-1201-10-36-2-04,Opata,274,111,0,0.0169,0.0035,1.8573,2.7453
6.1,7-1201-10-36-2-04,Opata,274,112,0,0.0139,0.0027,1.8178,2.5174
6.1,7-1201-10-36-2-04,Opata,274,113,0,0.0183,0.0035,1.8257,2.4528
6.1,7-1201-10-36-2-04,Opata,274,114,0,0.0166,0.0031,1.8628,2.5829
6.1,7-1201-10-36-2-04,Opata,274,115,0,0.0183,0.0034,1.9752,2.5705
6.1,7-1201-10-36-2-04,Opata,274,116,0,0.0157,0.0027,1.8037,2.4707
6.1,7-1201-10-36-2-04,Opata,274,117,0,0.0135,0.0024,1.6907,2.441
6.1,7-1201-10-36-2-04,Opata,274,118,0,0.0142,0.0026,1.795,2.5506
6.1,7-1201-10-36-2-04,Opata,274,119,0,0.0162,0.003,1.8521,2.5659
6.1,7-1201-10-36-2-04,Opata,274,120,0,0.0129,0.0024,1.645,2.2265
6.2,7-1201-10-36-2-10,W7984,135,161,0,0.0174,0.0035,1.9716,2.4355
6.2,7-1201-10-36-2-10,W7984,135,162,0,0.0161,0.0031,2.0254,2.4911
6.2,7-1201-10-36-2-10,W7984,135,163,0,0.0151,0.0027,1.7433,2.3244
6.2,7-1201-10-36-2-10,W7984,135,164,0,0.0122,0.0023,1.6901,2.1684
6.2,7-1201-10-36-2-10,W7984,135,165,0,0.0135,0.0026,1.8091,2.4109
6.2,7-1201-10-36-2-10,W7984,135,166,0,0.0168,0.0034,1.8388,2.4478
6.2,7-1201-10-36-2-10,W7984,135,167,0,0.0163,0.0032,1.8831,2.3556
6.2,7-1201-10-36-2-10,W7984,135,168,0,0.0112,0.0023,1.5836,2.2935
6.2,7-1201-10-36-2-10,W7984,135,169,0,0.0163,0.0032,1.8288,2.3758
6.2,7-1201-10-36-2-10,W7984,135,170,0,0.0114,0.0019,1.6356,2.2766
6.2,7-1201-10-36-2-10,W7984,165,171,0,0.0178,0.0034,1.8446,2.4497
6.2,7-1201-10-36-2-10,W7984,165,172,0,0.0123,0.0023,1.725,2.108
6.2,7-1201-10-36-2-10,W7984,165,173,0,0.0148,0.0031,1.6391,2.2034
6.2,7-1201-10-36-2-10,W7984,165,174,0,0.0157,0.0027,1.8351,2.3661
6.2,7-1201-10-36-2-10,W7984,165,175,0,0.0133,0.0025,1.6972,2.2194
6.2,7-1201-10-36-2-10,W7984,165,176,0,0.0166,0.0035,1.7059,2.6356
6.2,7-1201-10-36-2-10,W7984,165,177,0,0.0154,0.0027,1.8255,2.2797
6.2,7-1201-10-36-2-10,W7984,165,178,0,0.0129,0.0028,1.5981,2.116
6.2,7-1201-10-36-2-10,W7984,165,179,0,0.0163,0.0032,1.7048,2.3804
6.2,7-1201-10-36-2-10,W7984,165,180,0,0.127,0.0025,1.4677,2.0352
6.2,7-1201-10-36-2-25,Opata,122,181,0,0.0175,0.0034,1.954,2.4807
6.2,7-1201-10-36-2-25,Opata,122,182,0,0.0176,0.0035,1.8626,2.3073
6.2,7-1201-10-36-2-25,Opata,122,183,0,0.0201,0.0039,2.2254,2.6502
6.2,7-1201-10-36-2-25,Opata,122,184,0,0.0161,0.0034,1.9176,2.5147
6.2,7-1201-10-36-2-25,Opata,122,185,0,0.0073,0.0021,1.5939,2.2369
6.2,7-1201-10-36-2-25,Opata,122,186,0,0.0154,0.0026,1.8389,2.3288
6.2,7-1201-10-36-2-25,Opata,122,187,0,0.013,0.0029,1.9238,2.4971
6.2,7-1201-10-36-2-25,Opata,122,188,0,0.0124,0.0024,1.9004,2.3522
6.2,7-1201-10-36-2-25,Opata,122,189,0,0.0159,0.0032,1.9905,2.8117
6.2,7-1201-10-36-2-25,Opata,122,190,0,,,,
6.2,7-1201-10-36-2-25,Opata,169,191,0,0.0153,0.0033,1.7648,2.4992
6.2,7-1201-10-36-2-25,Opata,169,192,0,0.0197,0.0043,2.0615,2.6063
6.2,7-1201-10-36-2-25,Opata,169,193,0,0.0194,0.0042,1.9601,2.5806
6.2,7-1201-10-36-2-25,Opata,169,194,0,0.0172,0.0037,1.896,2.4885
6.2,7-1201-10-36-2-25,Opata,169,195,0,0.0189,0.0038,1.8933,2.6566
6.2,7-1201-10-36-2-25,Opata,169,196,0,0.0178,0.0038,1.894,2.611
6.2,7-1201-10-36-2-25,Opata,169,197,0,0.0139,0.0029,1.7894,2.369
6.2,7-1201-10-36-2-25,Opata,169,198,0,0.0169,0.0035,1.8885,2.3031
6.2,7-1201-10-36-2-25,Opata,169,199,0,0.0172,0.0039,1.899,2.6271
6.2,7-1201-10-36-2-25,Opata,169,200,0,0.0139,0.0027,1.7402,2.5825
12,7-1201-10-45-2-23,W7984,64,201,0,0.0089,0.0019,1.4936,2.2061
12,7-1201-10-45-2-23,W7984,64,202,0,0.0116,0.0027,1.657,2.3679
12,7-1201-10-45-2-23,W7984,64,203,0,0.0108,0.0024,1.7753,2.3486
12,7-1201-10-45-2-23,W7984,64,204,0,0.0082,0.0016,1.4625,2.3018
12,7-1201-10-45-2-23,W7984,64,205,0,0.0151,0.0025,1.8107,2.5368
12,7-1201-10-45-2-23,W7984,64,206,0,0.0121,0.0022,1.8582,2.4931
12,7-1201-10-45-2-23,W7984,64,207,0,0.0124,0.0023,1.6942,2.3536
12,7-1201-10-45-2-23,W7984,64,208,0,0.0145,0.0027,1.6964,2.5784
12,7-1201-10-45-2-23,W7984,64,209,0,0.0142,0.0028,1.9482,2.7504
12,7-1201-10-45-2-23,W7984,64,210,0,0.0127,0.0024,1.8898,2.4253
12,7-1201-10-45-2-23,W7984,244,211,0,0.0156,0.0028,1.8419,2.3944
12,7-1201-10-45-2-23,W7984,244,212,0,0.0146,0.0026,1.8627,2.4326
12,7-1201-10-45-2-23,W7984,244,213,0,0.0166,0.0032,1.8107,2.363
12,7-1201-10-45-2-23,W7984,244,214,0,0.0144,0.0026,1.7366,2.2595
12,7-1201-10-45-2-23,W7984,244,215,0,0.0138,0.0027,1.7909,2.4293
12,7-1201-10-45-2-23,W7984,244,216,0,0.0139,0.003,1.7262,2.3481
12,7-1201-10-45-2-23,W7984,244,217,0,0.0119,0.0029,1.7579,2.5377
12,7-1201-10-45-2-23,W7984,244,218,0,0.0097,0.0021,1.5899,2.0609
12,7-1201-10-45-2-23,W7984,244,219,0,0.0124,0.0023,1.7105,2.3759
12,7-1201-10-45-2-23,W7984,244,220,0,0.0134,0.0024,1.869,2.5105
12,7-1201-10-45-2-61,Opata,4,221,0,0.0159,0.0028,1.8009,2.3159
12,7-1201-10-45-2-61,Opata,4,222,0,0.0135,0.0022,1.7246,2.0943
12,7-1201-10-45-2-61,Opata,4,223,0,0.0173,0.0033,1.8174,2.315
12,7-1201-10-45-2-61,Opata,4,224,0,0.0138,0.0026,1.6738,2.1163
12,7-1201-10-45-2-61,Opata,4,225,0,0.0115,0.0025,1.7455,2.1552
12,7-1201-10-45-2-61,Opata,4,226,0,0.0156,0.0034,1.7318,2.1575
12,7-1201-10-45-2-61,Opata,4,227,0,0.0113,0.0022,1.6054,1.9837
12,7-1201-10-45-2-61,Opata,4,228,0,0.0141,0.0029,1.8286,2.4794
12,7-1201-10-45-2-61,Opata,4,229,0,0.0114,0.0023,1.6045,1.8862
12,7-1201-10-45-2-61,Opata,4,230,0,0.0151,0.0031,1.7508,2.0981
12,7-1201-10-45-2-61,Opata,243,231,0,0.0149,0.0028,1.8635,2.4684
12,7-1201-10-45-2-61,Opata,243,232,0,0.0153,0.003,1.9948,2.3816
12,7-1201-10-45-2-61,Opata,243,233,0,0.0167,0.0031,1.7812,2.557
12,7-1201-10-45-2-61,Opata,243,234,0,0.0089,0.0019,1.6988,2.2652
12,7-1201-10-45-2-61,Opata,243,235,0,0.0131,0.0025,1.6866,2.3463
12,7-1201-10-45-2-61,Opata,243,236,0,0.0139,0.0026,1.8139,2.2903
12,7-1201-10-45-2-61,Opata,243,237,0,0.0101,0.0025,1.6758,2.1911
12,7-1201-10-45-2-61,Opata,243,238,0,0.0155,0.0032,1.8792,2.6912
12,7-1201-10-45-2-61,Opata,243,239,0,0.0148,0.0027,1.7775,2.5233
12,7-1201-10-45-2-61,Opata,243,240,0,0.0127,0.0025,1.8675,2.371
31,7-956-2-19-1-44,W7984,43,1,4,0.0579,0.0127,2.5297,3.0846
31,7-956-2-19-1-44,W7984,43,2,4,0.0612,0.0132,2.535,3.025
31,7-956-2-19-1-44,W7984,43,3,4,0.0763,0.0154,2.8115,3.4244
31,7-956-2-19-1-44,W7984,43,4,4,0.0632,0.0139,2.6068,2.9965
31,7-956-2-19-1-44,W7984,43,5,4,0.0495,0.0112,2.4502,2.8055
31,7-956-2-19-1-44,W7984,43,6,4,0.0712,0.0131,2.6767,3.2689
31,7-956-2-19-1-44,W7984,43,7,4,0.0591,0.0116,2.4881,2.8821
31,7-956-2-19-1-44,W7984,43,8,4,0.0865,0.0169,2.7431,3.8613
31,7-956-2-19-1-44,W7984,43,9,4,0.0512,0.0102,2.4988,3.2105
31,7-956-2-19-1-44,W7984,43,10,4,0.0582,0.0116,2.5161,3.0372
31,7-956-2-19-1-44,W7984,184,11,4,0.0577,0.0116,2.5083,2.9793
31,7-956-2-19-1-44,W7984,184,12,4,0.0753,0.0136,2.7954,3.1519
31,7-956-2-19-1-44,W7984,184,13,4,0.0691,0.0132,2.7858,3.1549
31,7-956-2-19-1-44,W7984,184,14,4,0.0805,0.0169,2.7722,3.4477
31,7-956-2-19-1-44,W7984,184,15,4,0.0575,0.0113,2.6103,2.8065
31,7-956-2-19-1-44,W7984,184,16,4,0.0916,0.0186,2.8133,3.7766
31,7-956-2-19-1-44,W7984,184,17,4,0.0598,0.0125,2.5977,2.9254
31,7-956-2-19-1-44,W7984,184,18,4,0.0986,0.0204,2.9554,3.8997
31,7-956-2-19-1-44,W7984,184,19,4,0.0607,0.0126,2.6434,2.8964
31,7-956-2-19-1-44,W7984,184,20,4,0.0579,0.0119,2.5789,2.8199
31,7-956-2-19-1-54,Opata,49,21,4,0.0589,0.0117,2.6532,2.9796
31,7-956-2-19-1-54,Opata,49,22,4,0.0689,0.0138,2.7237,3.274
31,7-956-2-19-1-54,Opata,49,23,4,0.0534,0.0107,2.5547,3.0447
31,7-956-2-19-1-54,Opata,49,24,4,0.0659,0.0131,2.694,3.2663
31,7-956-2-19-1-54,Opata,49,25,4,0.0395,0.0079,2.3676,2.707
31,7-956-2-19-1-54,Opata,49,26,4,0.0615,0.0105,2.5566,2.8513
31,7-956-2-19-1-54,Opata,49,27,4,0.0975,0.0183,2.7696,3.9097
31,7-956-2-19-1-54,Opata,49,28,4,0.0587,0.0119,2.615,3.0147
31,7-956-2-19-1-54,Opata,49,29,4,0.026,0.0054,2.0611,2.4892
31,7-956-2-19-1-54,Opata,49,30,4,0.0479,0.0101,2.3873,2.7347
31,7-956-2-19-1-54,Opata,251,31,4,0.0735,0.0157,2.7486,3.3766
31,7-956-2-19-1-54,Opata,251,32,4,0.0767,0.0144,2.8391,3.4284
31,7-956-2-19-1-54,Opata,251,33,4,0.0687,0.014,2.6981,3.2198
31,7-956-2-19-1-54,Opata,251,34,4,0.0349,0.0115,2.6175,3.2133
31,7-956-2-19-1-54,Opata,251,35,4,0.0546,0.0128,2.3839,3.247
31,7-956-2-19-1-54,Opata,251,36,4,0.0343,0.0079,2.1679,2.5546
31,7-956-2-19-1-54,Opata,251,37,4,0.0876,0.0179,2.8417,3.8457
31,7-956-2-19-1-54,Opata,251,38,4,0.0607,0.0119,2.6844,3.2088
31,7-956-2-19-1-54,Opata,251,39,4,0.0424,0.0084,2.3703,2.582
31,7-956-2-19-1-54,Opata,251,40,4,0.0402,0.0084,2.375,2.8542
32,7-956-2-50-1-50,W7984,97,41,4,0.0753,0.0163,2.6518,3.746
32,7-956-2-50-1-50,W7984,97,42,4,0.0765,0.0157,2.7377,3.7178
32,7-956-2-50-1-50,W7984,97,43,4,0.0664,0.0138,2.6816,3.5058
32,7-956-2-50-1-50,W7984,97,44,4,0.0632,0.0135,2.5389,3.5006
32,7-956-2-50-1-50,W7984,97,45,4,0.0603,0.0125,2.3689,3.3619
32,7-956-2-50-1-50,W7984,97,46,4,0.0578,0.0122,2.3924,3.5165
32,7-956-2-50-1-50,W7984,97,47,4,0.0691,0.0137,2.6911,3.4801
32,7-956-2-50-1-50,W7984,97,48,4,0.0542,0.0111,2.3786,3.3083
32,7-956-2-50-1-50,W7984,97,49,4,0.0652,0.0138,2.5434,3.4406
32,7-956-2-50-1-50,W7984,97,50,4,0.0685,0.0144,2.55,3.5554
32,7-956-2-50-1-50,W7984,202,51,4,0.0626,0.0123,2.5342,3.3894
32,7-956-2-50-1-50,W7984,202,52,4,0.0842,0.0173,2.7344,3.9983
32,7-956-2-50-1-50,W7984,202,53,4,,,,
32,7-956-2-50-1-50,W7984,202,54,4,0.0686,0.0133,2.7314,3.2186
32,7-956-2-50-1-50,W7984,202,55,4,0.0564,0.0116,2.4675,2.9913
32,7-956-2-50-1-50,W7984,202,56,4,0.0561,0.0106,2.4156,2.9585
32,7-956-2-50-1-50,W7984,202,57,4,0.0693,0.0137,2.62,3.3367
32,7-956-2-50-1-50,W7984,202,58,4,0.0615,0.0124,2.5491,3.2733
32,7-956-2-50-1-50,W7984,202,59,4,0.0752,0.0159,2.624,3.6957
32,7-956-2-50-1-50,W7984,202,60,4,0.0842,0.0169,2.9223,3.6849
32,7-956-2-50-1-01,Opata,107,61,4,0.0969,0.0213,2.8284,4.0025
32,7-956-2-50-1-01,Opata,107,62,4,0.0974,0.0203,2.88,3.9842
32,7-956-2-50-1-01,Opata,107,63,4,0.0283,0.007,2.0248,2.4121
32,7-956-2-50-1-01,Opata,107,64,4,0.0718,0.014,2.5991,3.1807
32,7-956-2-50-1-01,Opata,107,65,4,0.084,0.0169,2.8071,3.8963
32,7-956-2-50-1-01,Opata,107,66,4,0.0725,0.0146,2.8039,3.4221
32,7-956-2-50-1-01,Opata,107,67,4,0.0666,0.0133,2.7271,3.2386
32,7-956-2-50-1-01,Opata,107,68,4,0.0879,0.0176,2.9357,3.7294
32,7-956-2-50-1-01,Opata,107,69,4,0.0833,0.0168,2.8218,3.8157
32,7-956-2-50-1-01,Opata,107,70,4,0.0498,0.0106,2.3735,2.8332
32,7-956-2-50-1-01,Opata,147,71,4,0.0781,0.0153,2.8424,3.6555
32,7-956-2-50-1-01,Opata,147,72,4,0.0642,0.0138,2.6202,3.3929
32,7-956-2-50-1-01,Opata,147,73,4,0.0573,0.0125,2.4746,3.045
32,7-956-2-50-1-01,Opata,147,74,4,0.0413,0.0094,2.2503,2.502
32,7-956-2-50-1-01,Opata,147,75,4,0.0509,0.0111,2.4564,2.9951
32,7-956-2-50-1-01,Opata,147,76,4,0.0781,0.0166,2.883,3.588
32,7-956-2-50-1-01,Opata,147,77,4,0.0865,0.0168,2.9077,3.6571
32,7-956-2-50-1-01,Opata,147,78,4,0.0552,0.0118,2.5979,2.9415
32,7-956-2-50-1-01,Opata,147,79,4,0.0686,0.0139,2.6551,3.3673
32,7-956-2-50-1-01,Opata,147,80,4,0.0525,0.0106,2.5166,2.9078
6.1,7-1201-10-36-2-18,W7984,57,81,4,0.0766,0.0152,2.8842,3.2807
6.1,7-1201-10-36-2-18,W7984,57,82,4,0.0734,0.0146,2.7631,3.2402
6.1,7-1201-10-36-2-18,W7984,57,83,4,0.0607,0.0121,2.6048,3.0209
6.1,7-1201-10-36-2-18,W7984,57,84,4,0.0345,0.0073,2.0293,2.344
6.1,7-1201-10-36-2-18,W7984,57,85,4,0.0583,0.0118,2.5631,3.0082
6.1,7-1201-10-36-2-18,W7984,57,86,4,0.0576,0.012,2.5921,2.8402
6.1,7-1201-10-36-2-18,W7984,57,87,4,0.0557,0.0111,2.4775,2.7524
6.1,7-1201-10-36-2-18,W7984,57,88,4,0.0514,0.0108,2.38,2.7002
6.1,7-1201-10-36-2-18,W7984,57,89,4,0.0638,0.013,2.6788,3.028
6.1,7-1201-10-36-2-18,W7984,57,90,4,0.0713,0.0142,2.7645,3.195
6.1,7-1201-10-36-2-18,W7984,260,91,4,0.0345,0.0077,2.2158,2.8006
6.1,7-1201-10-36-2-18,W7984,260,92,4,0.0531,0.0112,2.5588,2.8789
6.1,7-1201-10-36-2-18,W7984,260,93,4,0.0357,0.0085,2.1458,2.7983
6.1,7-1201-10-36-2-18,W7984,260,94,4,0.0296,0.0063,2.2229,2.7936
6.1,7-1201-10-36-2-18,W7984,260,95,4,0.0402,0.0088,2.3059,2.8677
6.1,7-1201-10-36-2-18,W7984,260,96,4,0.0237,0.0051,2.1156,2.5064
6.1,7-1201-10-36-2-18,W7984,260,97,4,0.0299,0.0069,2.1429,2.656
6.1,7-1201-10-36-2-18,W7984,260,98,4,0.0452,0.0096,2.3891,2.7334
6.1,7-1201-10-36-2-18,W7984,260,99,4,0.0346,0.0076,2.2225,2.5538
6.1,7-1201-10-36-2-18,W7984,260,100,4,0.0385,0.0084,2.2853,2.906
6.1,7-1201-10-36-2-04,Opata,26,101,4,0.0694,0.0146,2.4568,3.386
6.1,7-1201-10-36-2-04,Opata,26,102,4,0.0704,0.0144,2.622,3.4875
6.1,7-1201-10-36-2-04,Opata,26,103,4,0.0776,0.0159,2.8232,3.4837
6.1,7-1201-10-36-2-04,Opata,26,104,4,0.0854,0.0167,2.8751,3.6753
6.1,7-1201-10-36-2-04,Opata,26,105,4,0.1025,0.0201,2.9646,4.0318
6.1,7-1201-10-36-2-04,Opata,26,106,4,0.0696,0.014,2.7836,3.4487
6.1,7-1201-10-36-2-04,Opata,26,107,4,0.0852,0.0168,2.8451,3.7559
6.1,7-1201-10-36-2-04,Opata,26,108,4,0.068,0.0134,2.8064,3.3195
6.1,7-1201-10-36-2-04,Opata,26,109,4,0.0999,0.0202,3.0122,3.9726
6.1,7-1201-10-36-2-04,Opata,26,110,4,0.0521,0.01,2.5032,2.8798
6.1,7-1201-10-36-2-04,Opata,274,111,4,0.0599,0.0121,2.5686,3.0807
6.1,7-1201-10-36-2-04,Opata,274,112,4,0.0469,0.0099,2.4743,2.7061
6.1,7-1201-10-36-2-04,Opata,274,113,4,0.0863,0.0174,2.8715,3.791
